# ADC channel: 0  gain: 100x  conv_time_us: 2602.8645  fs_Hz: 384.1921  dac_voltage_V: 0.05
# freq_Hz  psd_bg_V2perHz  psd_sig_V2perHz  psd_subtracted_V2perHz
1.41445727e+02 6.82790703e-13 2.73877891e-11 2.67049984e-11
1.41820915e+02 6.76347312e-13 2.76284337e-11 2.69520864e-11
1.42196102e+02 5.47854932e-13 2.83753199e-11 2.78274650e-11
1.42571290e+02 5.65919621e-13 2.61917312e-11 2.56258116e-11
1.42946478e+02 6.12643302e-13 2.28280978e-11 2.22154545e-11
1.43321665e+02 1.18421208e-12 2.60590558e-11 2.48748437e-11
1.43696853e+02 1.92302865e-12 2.78372589e-11 2.59142303e-11
1.44072041e+02 1.07577108e-12 2.40544903e-11 2.29787193e-11
1.44447228e+02 6.13796722e-13 1.99540918e-11 1.93402951e-11
1.44822416e+02 5.07745963e-13 2.57906962e-11 2.52829502e-11
1.45197603e+02 4.44565632e-13 2.43666074e-11 2.39220418e-11
1.45572791e+02 4.80329903e-13 1.81943521e-11 1.77140222e-11
1.45947979e+02 4.46703239e-13 2.33392063e-11 2.28925030e-11
1.46323166e+02 4.73533890e-13 3.29360509e-11 3.24625170e-11
1.46698354e+02 4.85530617e-13 2.60321584e-11 2.55466278e-11
1.47073541e+02 4.44340604e-13 2.19501107e-11 2.15057700e-11
1.47448729e+02 4.55776303e-13 2.69156233e-11 2.64598470e-11
1.47823917e+02 4.37518821e-13 3.20529906e-11 3.16154718e-11
1.48199104e+02 5.38849689e-13 2.54174942e-11 2.48786445e-11
1.48574292e+02 5.96756613e-13 2.38505472e-11 2.32537906e-11
1.48949479e+02 5.65125248e-13 2.46722048e-11 2.41070795e-11
1.49324667e+02 4.83237551e-13 2.21517274e-11 2.16684898e-11
1.49699855e+02 4.10182896e-13 2.17901678e-11 2.13799849e-11
1.50075042e+02 6.12112544e-13 2.47764855e-11 2.41643729e-11
1.50450230e+02 5.94833281e-13 2.40110501e-11 2.34162168e-11
1.50825417e+02 4.51217567e-13 2.35971914e-11 2.31459738e-11
1.51200605e+02 4.67767265e-13 2.03032465e-11 1.98354792e-11
1.51575793e+02 4.20319882e-13 2.35221252e-11 2.31018054e-11
1.51950980e+02 4.28784961e-13 2.39781723e-11 2.35493873e-11
1.52326168e+02 5.22783215e-13 2.66533496e-11 2.61305663e-11
1.52701355e+02 5.54416116e-13 2.90518237e-11 2.84974076e-11
1.53076543e+02 5.41357168e-13 2.55071065e-11 2.49657494e-11
1.53451731e+02 5.43326540e-13 1.87917536e-11 1.82484270e-11
1.53826918e+02 5.30865986e-13 2.11974671e-11 2.06666011e-11
1.54202106e+02 5.17460142e-13 2.26519784e-11 2.21345183e-11
1.54577293e+02 6.41692248e-13 2.37558798e-11 2.31141875e-11
1.54952481e+02 6.44143751e-13 2.68808625e-11 2.62367187e-11
1.55327669e+02 4.95066029e-13 2.16374517e-11 2.11423857e-11
1.55702856e+02 5.16213763e-13 2.44029893e-11 2.38867756e-11
1.56078044e+02 5.18707140e-13 2.80724753e-11 2.75537682e-11
1.56453232e+02 4.92294233e-13 3.23463425e-11 3.18540483e-11
1.56828419e+02 4.83806149e-13 2.47480071e-11 2.42642009e-11
1.57203607e+02 5.25836714e-13 2.38113233e-11 2.32854866e-11
1.57578794e+02 5.43916265e-13 3.03033253e-11 2.97594090e-11
1.57953982e+02 5.42145355e-13 2.75776323e-11 2.70354870e-11
1.58329170e+02 5.33082833e-13 2.09946225e-11 2.04615396e-11
1.58704357e+02 5.65666891e-13 2.03971525e-11 1.98314856e-11
1.59079545e+02 6.07386823e-13 2.36394923e-11 2.30321054e-11
1.59454732e+02 5.92135696e-13 2.19866896e-11 2.13945539e-11
1.59829920e+02 6.52301296e-13 2.45166860e-11 2.38643847e-11
1.60205108e+02 4.93721763e-13 2.41108873e-11 2.36171655e-11
1.60580295e+02 4.07843668e-13 2.32644848e-11 2.28566411e-11
1.60955483e+02 4.18655355e-13 2.27218689e-11 2.23032135e-11
1.61330670e+02 5.51023102e-13 1.95905455e-11 1.90395224e-11
1.61705858e+02 5.78664884e-13 2.44702911e-11 2.38916262e-11
1.62081046e+02 4.24284327e-13 2.29137799e-11 2.24894956e-11
1.62456233e+02 4.64455074e-13 2.39555533e-11 2.34910982e-11
1.62831421e+02 4.95094048e-13 2.84979543e-11 2.80028602e-11
1.63206608e+02 4.67780257e-13 2.72858080e-11 2.68180277e-11
1.63581796e+02 5.19032314e-13 3.13795316e-11 3.08604993e-11
1.63956984e+02 5.57500660e-13 3.41487310e-11 3.35912304e-11
1.64332171e+02 6.39299418e-13 3.55481178e-11 3.49088184e-11
1.64707359e+02 6.11681764e-13 2.66484232e-11 2.60367414e-11
1.65082546e+02 5.35196512e-13 2.39492743e-11 2.34140778e-11
1.65457734e+02 5.72821333e-13 2.73443947e-11 2.67715734e-11
1.65832922e+02 5.53679041e-13 2.92572836e-11 2.87036046e-11
1.66208109e+02 4.09205795e-13 3.00140355e-11 2.96048297e-11
1.66583297e+02 4.71829446e-13 2.41790808e-11 2.37072514e-11
1.66958484e+02 5.09733626e-13 2.47434659e-11 2.42337322e-11
1.67333672e+02 6.12812040e-13 2.56516026e-11 2.50387906e-11
1.67708860e+02 5.52572475e-13 1.91331644e-11 1.85805919e-11
1.68084047e+02 6.62414507e-13 2.33617331e-11 2.26993186e-11
1.68459235e+02 9.46856005e-13 2.71562792e-11 2.62094232e-11
1.68834422e+02 8.57616949e-13 2.74920612e-11 2.66344443e-11
1.69209610e+02 5.78827601e-13 2.45572139e-11 2.39783863e-11
1.69584798e+02 4.76016506e-13 2.12719463e-11 2.07959298e-11
1.69959985e+02 4.32549034e-13 1.96018573e-11 1.91693083e-11
1.70335173e+02 3.90330617e-13 2.15135254e-11 2.11231948e-11
1.70710361e+02 4.59111229e-13 2.34009395e-11 2.29418283e-11
1.71085548e+02 5.67993349e-13 2.18207308e-11 2.12527374e-11
1.71460736e+02 5.42096368e-13 2.54645039e-11 2.49224075e-11
1.71835923e+02 4.40889690e-13 2.29818341e-11 2.25409444e-11
1.72211111e+02 4.18322009e-13 2.15645631e-11 2.11462411e-11
1.72586299e+02 5.40269675e-13 2.38631716e-11 2.33229019e-11
1.72961486e+02 5.73046578e-13 2.12633655e-11 2.06903189e-11
1.73336674e+02 6.50829642e-13 2.58746256e-11 2.52237960e-11
1.73711861e+02 5.39170566e-13 2.63182888e-11 2.57791182e-11
1.74087049e+02 5.07793542e-13 2.62281952e-11 2.57204017e-11
1.74462237e+02 5.56419456e-13 2.28079695e-11 2.22515501e-11
1.74837424e+02 5.22943735e-13 2.19449293e-11 2.14219856e-11
1.75212612e+02 5.77438319e-13 2.60075724e-11 2.54301341e-11
1.75587799e+02 5.01254708e-13 2.72139434e-11 2.67126887e-11
1.75962987e+02 5.29649965e-13 2.38972193e-11 2.33675693e-11
1.76338175e+02 5.12177648e-13 2.64808792e-11 2.59687016e-11
1.76713362e+02 5.09545777e-13 2.22836984e-11 2.17741527e-11
1.77088550e+02 5.46463367e-13 2.40077567e-11 2.34612933e-11
1.77463737e+02 5.54154150e-13 2.68417226e-11 2.62875684e-11
1.77838925e+02 5.02038259e-13 2.55000337e-11 2.49979954e-11
1.78214113e+02 6.16641606e-13 2.39240659e-11 2.33074243e-11
1.78589300e+02 6.14823920e-13 2.43147518e-11 2.36999279e-11
1.78964488e+02 5.04258516e-13 2.42416386e-11 2.37373801e-11
1.79339675e+02 6.03039420e-13 2.42258363e-11 2.36227968e-11
1.79714863e+02 5.37705892e-13 2.44860289e-11 2.39483230e-11
1.80090051e+02 5.32106827e-13 2.16655617e-11 2.11334549e-11
1.80465238e+02 4.57038908e-13 2.11019151e-11 2.06448762e-11
1.80840426e+02 4.34613390e-13 2.48862118e-11 2.44515984e-11
1.81215613e+02 6.10406767e-13 2.58351560e-11 2.52247492e-11
1.81590801e+02 5.64277372e-13 2.23215377e-11 2.17572603e-11
1.81965989e+02 5.00011318e-13 2.17561339e-11 2.12561225e-11
1.82341176e+02 4.10415316e-13 2.58484719e-11 2.54380565e-11
1.82716364e+02 4.59302555e-13 2.52695840e-11 2.48102815e-11
1.83091551e+02 5.32933096e-13 2.66597632e-11 2.61268301e-11
1.83466739e+02 4.95869526e-13 2.02628167e-11 1.97669471e-11
1.83841927e+02 5.02954265e-13 1.91722972e-11 1.86693429e-11
1.84217114e+02 4.57780542e-13 2.09703341e-11 2.05125536e-11
1.84592302e+02 5.09345541e-13 2.22568718e-11 2.17475263e-11
1.84967490e+02 5.98521411e-13 2.30685525e-11 2.24700311e-11
1.85342677e+02 5.20757023e-13 2.56224452e-11 2.51016882e-11
1.85717865e+02 4.64507346e-13 2.55774307e-11 2.51129234e-11
1.86093052e+02 5.45201392e-13 2.06301898e-11 2.00849884e-11
1.86468240e+02 5.71791844e-13 2.38435514e-11 2.32717595e-11
1.86843428e+02 6.48193505e-13 2.74091990e-11 2.67610055e-11
1.87218615e+02 5.83634621e-13 2.81353459e-11 2.75517113e-11
1.87593803e+02 4.90109050e-13 3.39008769e-11 3.34107679e-11
1.87968990e+02 3.80037912e-13 2.61754050e-11 2.57953671e-11
1.88344178e+02 3.84580357e-13 2.34327554e-11 2.30481750e-11
1.88719366e+02 4.78036070e-13 2.68798636e-11 2.64018275e-11
1.89094553e+02 4.34914508e-13 2.31608003e-11 2.27258858e-11
1.89469741e+02 3.77297612e-13 2.43240574e-11 2.39467598e-11
1.89844928e+02 4.40643949e-13 2.90097622e-11 2.85691183e-11
1.90220116e+02 4.93413793e-13 2.86180542e-11 2.81246404e-11
1.90595304e+02 4.52229142e-13 2.78370902e-11 2.73848611e-11
1.90970491e+02 3.96231519e-13 2.80255397e-11 2.76293082e-11
1.91345679e+02 4.54283321e-13 2.42382024e-11 2.37839191e-11
1.91720866e+02 4.92642440e-13 2.35193640e-11 2.30267216e-11
1.92096054e+02 2.09850682e-13 1.14581530e-11 1.12483023e-11
