# ADC channel: 0  gain: 100x  conv_time_us: 2602.8645  fs_Hz: 384.1921
# background_V  signal_V
-4.25994443e-03 4.99206638e+00
-4.24921559e-03 4.99214745e+00
-4.25756024e-03 4.99211645e+00
-4.25398396e-03 4.99215555e+00
-4.26232861e-03 4.99209595e+00
-4.23610257e-03 4.99200201e+00
-4.25040768e-03 4.99212456e+00
-4.26232861e-03 4.99211884e+00
-4.24683141e-03 4.99208403e+00
-4.25040768e-03 4.99212933e+00
-4.24563931e-03 4.99204493e+00
-4.26828908e-03 4.99212360e+00
-4.26471280e-03 4.99207115e+00
-4.24087094e-03 4.99216747e+00
-4.26948117e-03 4.99209261e+00
-4.26232861e-03 4.99216509e+00
-4.24921559e-03 4.99203062e+00
-4.25517606e-03 4.99204111e+00
-4.25875233e-03 4.99213076e+00
-4.25159978e-03 4.99220943e+00
-4.25517606e-03 4.99215078e+00
-4.24325513e-03 4.99222469e+00
-4.26471280e-03 4.99206877e+00
-4.26232861e-03 4.99203396e+00
-4.26232861e-03 4.99214268e+00
-4.27305745e-03 4.99216175e+00
-4.26709699e-03 4.99209499e+00
-4.25040768e-03 4.99216986e+00
-4.24802350e-03 4.99220705e+00
-4.24921559e-03 4.99212599e+00
-4.25398396e-03 4.99208403e+00
-4.25756024e-03 4.99216747e+00
-4.24444722e-03 4.99223328e+00
-4.23967885e-03 4.99214363e+00
-4.26352071e-03 4.99206257e+00
-4.26113652e-03 4.99212360e+00
-4.26113652e-03 4.99209356e+00
-4.25756024e-03 4.99196482e+00
-4.26828908e-03 4.99184465e+00
-4.25279187e-03 4.99206161e+00
-4.25159978e-03 4.99204016e+00
-4.27424954e-03 4.99199724e+00
-4.25875233e-03 4.99198627e+00
-4.25994443e-03 4.99200296e+00
-4.25040768e-03 4.99201727e+00
-4.23967885e-03 4.99199581e+00
-4.25636815e-03 4.99211407e+00
-4.25398396e-03 4.99202204e+00
-4.25756024e-03 4.99202347e+00
-4.25994443e-03 4.99199581e+00
-4.26113652e-03 4.99200678e+00
-4.26590489e-03 4.99201488e+00
-4.25756024e-03 4.99210310e+00
-4.25398396e-03 4.99202585e+00
-4.24563931e-03 4.99206877e+00
-4.24802350e-03 4.99207449e+00
-4.25159978e-03 4.99208546e+00
-4.25756024e-03 4.99200201e+00
-4.25159978e-03 4.99204731e+00
-4.25517606e-03 4.99204111e+00
-4.26828908e-03 4.99194336e+00
-4.27901791e-03 4.99195910e+00
-4.25517606e-03 4.99212456e+00
-4.27901791e-03 4.99206972e+00
-4.25040768e-03 4.99216032e+00
-4.27067326e-03 4.99194241e+00
-4.27782582e-03 4.99202442e+00
-4.25279187e-03 4.99200439e+00
-4.27067326e-03 4.99206495e+00
-4.24921559e-03 4.99201870e+00
-4.24563931e-03 4.99192810e+00
-4.25756024e-03 4.99197102e+00
-4.25398396e-03 4.99201155e+00
-4.26232861e-03 4.99205542e+00
-4.25159978e-03 4.99208069e+00
-4.25159978e-03 4.99198294e+00
-4.26948117e-03 4.99200296e+00
-4.25040768e-03 4.99200678e+00
-4.25517606e-03 4.99209356e+00
-4.24921559e-03 4.99199820e+00
-4.25636815e-03 4.99197578e+00
-4.25994443e-03 4.99199581e+00
-4.26709699e-03 4.99201155e+00
-4.25040768e-03 4.99202919e+00
-4.25756024e-03 4.99194241e+00
-4.24325513e-03 4.99197102e+00
-4.25875233e-03 4.99193859e+00
-4.27901791e-03 4.99198389e+00
-4.26113652e-03 4.99188852e+00
-4.26352071e-03 4.99202919e+00
-4.25040768e-03 4.99197340e+00
-4.25875233e-03 4.99207830e+00
-4.24683141e-03 4.99201012e+00
-4.24802350e-03 4.99206495e+00
-4.26113652e-03 4.99198866e+00
-4.24802350e-03 4.99194336e+00
-4.26828908e-03 4.99194336e+00
-4.27305745e-03 4.99201870e+00
-4.26590489e-03 4.99187803e+00
-4.25756024e-03 4.99200773e+00
-4.26232861e-03 4.99206161e+00
-4.25636815e-03 4.99193382e+00
-4.24325513e-03 4.99211407e+00
-4.25398396e-03 4.99204826e+00
-4.25636815e-03 4.99199581e+00
-4.26471280e-03 4.99189329e+00
-4.25279187e-03 4.99192572e+00
-4.25994443e-03 4.99205208e+00
-4.25279187e-03 4.99195528e+00
-4.26352071e-03 4.99211407e+00
-4.25636815e-03 4.99193859e+00
-4.25040768e-03 4.99196482e+00
-4.23848676e-03 4.99189329e+00
-4.25636815e-03 4.99205446e+00
-4.25040768e-03 4.99190283e+00
-4.25517606e-03 4.99193764e+00
-4.24563931e-03 4.99200678e+00
-4.25994443e-03 4.99203539e+00
-4.24921559e-03 4.99179554e+00
-4.26352071e-03 4.99196243e+00
-4.25875233e-03 4.99205303e+00
-4.25279187e-03 4.99201155e+00
-4.26232861e-03 4.99197102e+00
-4.26471280e-03 4.99199009e+00
-4.26948117e-03 4.99198866e+00
-4.25875233e-03 4.99195194e+00
-4.25636815e-03 4.99185419e+00
-4.25875233e-03 4.99204350e+00
-4.25279187e-03 4.99188519e+00
-4.26232861e-03 4.99198627e+00
-4.27186536e-03 4.99190426e+00
-4.27424954e-03 4.99195433e+00
-4.25636815e-03 4.99202204e+00
-4.25159978e-03 4.99188375e+00
-4.25756024e-03 4.99191236e+00
-4.24444722e-03 4.99190998e+00
-4.23967885e-03 4.99190187e+00
-4.25756024e-03 4.99186945e+00
-4.26709699e-03 4.99191856e+00
-4.25159978e-03 4.99199009e+00
-4.26590489e-03 4.99196863e+00
-4.25159978e-03 4.99202585e+00
-4.28140210e-03 4.99204016e+00
-4.27663373e-03 4.99203062e+00
-4.25279187e-03 4.99197674e+00
-4.25756024e-03 4.99184227e+00
-4.24921559e-03 4.99201393e+00
-4.24802350e-03 4.99193382e+00
-4.25994443e-03 4.99192905e+00
-4.25636815e-03 4.99207687e+00
-4.24087094e-03 4.99210453e+00
-4.25279187e-03 4.99198771e+00
-4.25040768e-03 4.99195671e+00
-4.26352071e-03 4.99194479e+00
-4.24206303e-03 4.99198771e+00
-4.25994443e-03 4.99200439e+00
-4.26709699e-03 4.99198055e+00
-4.26352071e-03 4.99207115e+00
-4.24563931e-03 4.99201965e+00
-4.24802350e-03 4.99199820e+00
-4.25994443e-03 4.99182320e+00
-4.26471280e-03 4.99197912e+00
-4.26232861e-03 4.99195528e+00
-4.25875233e-03 4.99202347e+00
-4.25517606e-03 4.99204969e+00
-4.26948117e-03 4.99200058e+00
-4.25517606e-03 4.99195528e+00
-4.23967885e-03 4.99195671e+00
-4.26113652e-03 4.99208641e+00
-4.25517606e-03 4.99203300e+00
-4.26948117e-03 4.99186611e+00
-4.25994443e-03 4.99205542e+00
-4.25517606e-03 4.99204254e+00
-4.25159978e-03 4.99196005e+00
-4.23848676e-03 4.99191952e+00
-4.24921559e-03 4.99188519e+00
-4.27186536e-03 4.99198389e+00
-4.25398396e-03 4.99191236e+00
-4.26709699e-03 4.99203539e+00
-4.25040768e-03 4.99198771e+00
-4.25994443e-03 4.99197674e+00
-4.25517606e-03 4.99201488e+00
-4.25636815e-03 4.99200773e+00
-4.26232861e-03 4.99210930e+00
-4.26828908e-03 4.99218655e+00
-4.24087094e-03 4.99196863e+00
-4.25398396e-03 4.99208641e+00
-4.23967885e-03 4.99202681e+00
-4.25994443e-03 4.99197912e+00
-4.26232861e-03 4.99212599e+00
-4.26709699e-03 4.99201393e+00
-4.27067326e-03 4.99207449e+00
-4.24206303e-03 4.99199247e+00
-4.26113652e-03 4.99198389e+00
-4.24921559e-03 4.99189806e+00
-4.26590489e-03 4.99198771e+00
-4.26352071e-03 4.99199724e+00
-4.26709699e-03 4.99190664e+00
-4.24325513e-03 4.99200439e+00
-4.27424954e-03 4.99200916e+00
-4.24206303e-03 4.99190426e+00
-4.26232861e-03 4.99207354e+00
-4.23967885e-03 4.99199581e+00
-4.26471280e-03 4.99207115e+00
-4.25040768e-03 4.99205923e+00
-4.25875233e-03 4.99190998e+00
-4.27186536e-03 4.99208879e+00
-4.27067326e-03 4.99197340e+00
-4.23967885e-03 4.99202108e+00
-4.27663373e-03 4.99191856e+00
-4.26709699e-03 4.99195194e+00
-4.25517606e-03 4.99203300e+00
-4.27544164e-03 4.99193859e+00
-4.26232861e-03 4.99197197e+00
-4.23252629e-03 4.99223328e+00
-4.25517606e-03 4.99202824e+00
-4.25636815e-03 4.99200678e+00
-4.25279187e-03 4.99199009e+00
-4.26352071e-03 4.99204016e+00
-4.25994443e-03 4.99203634e+00
-4.24683141e-03 4.99202108e+00
-4.26352071e-03 4.99209833e+00
-4.25756024e-03 4.99209118e+00
-4.26828908e-03 4.99188757e+00
-4.25279187e-03 4.99208879e+00
-4.25040768e-03 4.99198627e+00
-4.26352071e-03 4.99213791e+00
-4.25994443e-03 4.99206400e+00
-4.24206303e-03 4.99199724e+00
-4.24325513e-03 4.99215698e+00
-4.24206303e-03 4.99211407e+00
-4.25517606e-03 4.99213552e+00
-4.25636815e-03 4.99196482e+00
-4.26471280e-03 4.99195290e+00
-4.25875233e-03 4.99205542e+00
-4.25756024e-03 4.99207592e+00
-4.25636815e-03 4.99197102e+00
-4.27186536e-03 4.99196005e+00
-4.26232861e-03 4.99196625e+00
-4.25756024e-03 4.99212360e+00
-4.26948117e-03 4.99214983e+00
-4.26232861e-03 4.99206018e+00
-4.26352071e-03 4.99216747e+00
-4.25756024e-03 4.99206734e+00
-4.27544164e-03 4.99207449e+00
-4.25159978e-03 4.99214983e+00
-4.23848676e-03 4.99214840e+00
-4.25875233e-03 4.99201012e+00
-4.27186536e-03 4.99213886e+00
-4.26828908e-03 4.99218655e+00
-4.25756024e-03 4.99200773e+00
-4.24802350e-03 4.99207115e+00
-4.27663373e-03 4.99216032e+00
-4.27067326e-03 4.99211645e+00
-4.25279187e-03 4.99208879e+00
-4.27424954e-03 4.99208641e+00
-4.27305745e-03 4.99204969e+00
-4.24563931e-03 4.99207926e+00
-4.26232861e-03 4.99204111e+00
-4.25756024e-03 4.99209833e+00
-4.25875233e-03 4.99210453e+00
-4.26590489e-03 4.99201155e+00
-4.25159978e-03 4.99197912e+00
-4.27663373e-03 4.99224758e+00
-4.25994443e-03 4.99202919e+00
-4.24683141e-03 4.99206257e+00
-4.25159978e-03 4.99224043e+00
-4.26948117e-03 4.99209738e+00
-4.26113652e-03 4.99213409e+00
-4.25517606e-03 4.99205923e+00
-4.27067326e-03 4.99204588e+00
-4.27424954e-03 4.99210930e+00
-4.26590489e-03 4.99200058e+00
-4.25636815e-03 4.99208164e+00
-4.24325513e-03 4.99229383e+00
-4.27782582e-03 4.99211025e+00
-4.24563931e-03 4.99210787e+00
-4.24683141e-03 4.99207115e+00
-4.27305745e-03 4.99208164e+00
-4.26948117e-03 4.99207354e+00
-4.25517606e-03 4.99199247e+00
-4.26232861e-03 4.99207926e+00
-4.26471280e-03 4.99200535e+00
-4.24921559e-03 4.99201632e+00
-4.26590489e-03 4.99198294e+00
-4.27305745e-03 4.99206495e+00
-4.23729466e-03 4.99210548e+00
-4.27305745e-03 4.99204493e+00
-4.25875233e-03 4.99194336e+00
-4.23610257e-03 4.99199724e+00
-4.25159978e-03 4.99209595e+00
-4.26948117e-03 4.99210215e+00
-4.26709699e-03 4.99218321e+00
-4.27782582e-03 4.99204350e+00
-4.24206303e-03 4.99211502e+00
-4.26232861e-03 4.99205208e+00
-4.23729466e-03 4.99208546e+00
-4.25636815e-03 4.99198627e+00
-4.27186536e-03 4.99205685e+00
-4.26828908e-03 4.99215460e+00
-4.26828908e-03 4.99202824e+00
-4.25517606e-03 4.99201965e+00
-4.26352071e-03 4.99200773e+00
-4.27901791e-03 4.99207211e+00
-4.26590489e-03 4.99207830e+00
-4.26948117e-03 4.99201250e+00
-4.25279187e-03 4.99204493e+00
-4.26352071e-03 4.99215698e+00
-4.25875233e-03 4.99217129e+00
-4.27305745e-03 4.99201393e+00
-4.25756024e-03 4.99210787e+00
-4.24921559e-03 4.99203157e+00
-4.26113652e-03 4.99212599e+00
-4.24444722e-03 4.99204588e+00
-4.27305745e-03 4.99220228e+00
-4.25040768e-03 4.99210691e+00
-4.24563931e-03 4.99216986e+00
-4.25994443e-03 4.99209595e+00
-4.26709699e-03 4.99211407e+00
-4.26828908e-03 4.99192190e+00
-4.24683141e-03 4.99201727e+00
-4.25159978e-03 4.99206257e+00
-4.25636815e-03 4.99197340e+00
-4.25517606e-03 4.99194956e+00
-4.27544164e-03 4.99194956e+00
-4.25756024e-03 4.99206257e+00
-4.28617047e-03 4.99196959e+00
-4.25875233e-03 4.99202919e+00
-4.26709699e-03 4.99216032e+00
-4.24087094e-03 4.99206638e+00
-4.25517606e-03 4.99201727e+00
-4.24206303e-03 4.99217844e+00
-4.26352071e-03 4.99222469e+00
-4.27782582e-03 4.99203396e+00
-4.24683141e-03 4.99196482e+00
-4.27901791e-03 4.99214268e+00
-4.25875233e-03 4.99203396e+00
-4.23967885e-03 4.99211740e+00
-4.24802350e-03 4.99211264e+00
-4.26232861e-03 4.99206161e+00
-4.26590489e-03 4.99218655e+00
-4.27067326e-03 4.99207830e+00
-4.26828908e-03 4.99205923e+00
-4.25517606e-03 4.99197912e+00
-4.25756024e-03 4.99204254e+00
-4.25159978e-03 4.99206257e+00
-4.25636815e-03 4.99212837e+00
-4.27544164e-03 4.99204826e+00
-4.27544164e-03 4.99211502e+00
-4.24802350e-03 4.99188852e+00
-4.23848676e-03 4.99213791e+00
-4.27305745e-03 4.99211740e+00
-4.26232861e-03 4.99204731e+00
-4.25756024e-03 4.99190521e+00
-4.26232861e-03 4.99214840e+00
-4.26352071e-03 4.99202824e+00
-4.27901791e-03 4.99210072e+00
-4.25398396e-03 4.99219275e+00
-4.25994443e-03 4.99214506e+00
-4.25279187e-03 4.99207354e+00
-4.27901791e-03 4.99201250e+00
-4.26113652e-03 4.99206161e+00
-4.25756024e-03 4.99196482e+00
-4.26590489e-03 4.99195290e+00
-4.24802350e-03 4.99208403e+00
-4.26471280e-03 4.99215794e+00
-4.25517606e-03 4.99210310e+00
-4.28140210e-03 4.99208546e+00
-4.25756024e-03 4.99207830e+00
-4.24563931e-03 4.99199343e+00
-4.27544164e-03 4.99209023e+00
-4.26352071e-03 4.99211025e+00
-4.27186536e-03 4.99215460e+00
-4.25279187e-03 4.99205923e+00
-4.26352071e-03 4.99204111e+00
-4.25636815e-03 4.99211740e+00
-4.25279187e-03 4.99216986e+00
-4.24921559e-03 4.99218082e+00
-4.26590489e-03 4.99213314e+00
-4.25279187e-03 4.99202919e+00
-4.25159978e-03 4.99206018e+00
-4.24444722e-03 4.99201250e+00
-4.26709699e-03 4.99214745e+00
-4.26352071e-03 4.99198532e+00
-4.27186536e-03 4.99208784e+00
-4.25159978e-03 4.99216270e+00
-4.27305745e-03 4.99207592e+00
-4.24802350e-03 4.99202919e+00
-4.25040768e-03 4.99214268e+00
-4.25159978e-03 4.99209738e+00
-4.25398396e-03 4.99203777e+00
-4.25875233e-03 4.99221516e+00
-4.26590489e-03 4.99208307e+00
-4.25994443e-03 4.99225235e+00
-4.25875233e-03 4.99209499e+00
-4.25636815e-03 4.99202585e+00
-4.26232861e-03 4.99198627e+00
-4.24802350e-03 4.99200916e+00
-4.26948117e-03 4.99212360e+00
-4.25159978e-03 4.99200773e+00
-4.25159978e-03 4.99209976e+00
-4.24444722e-03 4.99219608e+00
-4.26352071e-03 4.99204350e+00
-4.25875233e-03 4.99212456e+00
-4.26352071e-03 4.99208546e+00
-4.25279187e-03 4.99216509e+00
-4.25636815e-03 4.99203300e+00
-4.27424954e-03 4.99206018e+00
-4.26590489e-03 4.99211740e+00
-4.26709699e-03 4.99205780e+00
-4.26590489e-03 4.99224520e+00
-4.26352071e-03 4.99210310e+00
-4.24563931e-03 4.99214983e+00
-4.27782582e-03 4.99205303e+00
-4.23371838e-03 4.99207211e+00
-4.25159978e-03 4.99198294e+00
-4.25517606e-03 4.99203873e+00
-4.27544164e-03 4.99202919e+00
-4.24683141e-03 4.99204493e+00
-4.25756024e-03 4.99206734e+00
-4.26352071e-03 4.99200678e+00
-4.26590489e-03 4.99198627e+00
-4.25994443e-03 4.99212217e+00
-4.26471280e-03 4.99200439e+00
-4.26113652e-03 4.99210691e+00
-4.25398396e-03 4.99220943e+00
-4.26948117e-03 4.99209738e+00
-4.28140210e-03 4.99204111e+00
-4.25159978e-03 4.99207449e+00
-4.26709699e-03 4.99214363e+00
-4.27067326e-03 4.99192190e+00
-4.27067326e-03 4.99219370e+00
-4.26352071e-03 4.99202442e+00
-4.24683141e-03 4.99206400e+00
-4.26828908e-03 4.99219036e+00
-4.25756024e-03 4.99216890e+00
-4.24802350e-03 4.99209833e+00
-4.26590489e-03 4.99205780e+00
-4.26352071e-03 4.99216890e+00
-4.23133420e-03 4.99204969e+00
-4.26232861e-03 4.99205685e+00
-4.26352071e-03 4.99208403e+00
-4.26948117e-03 4.99211645e+00
-4.26471280e-03 4.99206638e+00
-4.24563931e-03 4.99201155e+00
-4.26352071e-03 4.99212933e+00
-4.27186536e-03 4.99207211e+00
-4.25636815e-03 4.99198771e+00
-4.24802350e-03 4.99207211e+00
-4.26471280e-03 4.99206734e+00
-4.26352071e-03 4.99201012e+00
-4.27424954e-03 4.99227381e+00
-4.25756024e-03 4.99215698e+00
-4.25636815e-03 4.99195671e+00
-4.23371838e-03 4.99206161e+00
-4.25875233e-03 4.99204588e+00
-4.26709699e-03 4.99198055e+00
-4.26590489e-03 4.99204111e+00
-4.26471280e-03 4.99215698e+00
-4.26471280e-03 4.99197817e+00
-4.25756024e-03 4.99207926e+00
-4.25636815e-03 4.99208784e+00
-4.25994443e-03 4.99201012e+00
-4.25279187e-03 4.99206495e+00
-4.25756024e-03 4.99200916e+00
-4.25398396e-03 4.99212122e+00
-4.26828908e-03 4.99204588e+00
-4.26590489e-03 4.99204254e+00
-4.24683141e-03 4.99198866e+00
-4.26352071e-03 4.99212217e+00
-4.26471280e-03 4.99218655e+00
-4.24563931e-03 4.99206734e+00
-4.26113652e-03 4.99191618e+00
-4.27186536e-03 4.99207687e+00
-4.28378629e-03 4.99218416e+00
-4.24683141e-03 4.99201155e+00
-4.23491048e-03 4.99200916e+00
-4.24921559e-03 4.99191475e+00
-4.28497838e-03 4.99194717e+00
-4.25279187e-03 4.99214363e+00
-4.24921559e-03 4.99200058e+00
-4.25279187e-03 4.99203062e+00
-4.24563931e-03 4.99194956e+00
-4.25875233e-03 4.99201727e+00
-4.26352071e-03 4.99201870e+00
-4.26232861e-03 4.99213791e+00
-4.25279187e-03 4.99204350e+00
-4.28497838e-03 4.99194241e+00
-4.24087094e-03 4.99203157e+00
-4.25756024e-03 4.99192572e+00
-4.25279187e-03 4.99207687e+00
-4.28259419e-03 4.99201250e+00
-4.27424954e-03 4.99201488e+00
-4.24325513e-03 4.99198055e+00
-4.26948117e-03 4.99212837e+00
-4.24802350e-03 4.99202347e+00
-4.26828908e-03 4.99192810e+00
-4.26113652e-03 4.99199343e+00
-4.26828908e-03 4.99202442e+00
-4.25875233e-03 4.99210930e+00
-4.23848676e-03 4.99198389e+00
-4.27424954e-03 4.99198389e+00
-4.25756024e-03 4.99220085e+00
-4.25994443e-03 4.99209499e+00
-4.24444722e-03 4.99190521e+00
-4.25636815e-03 4.99204731e+00
-4.26948117e-03 4.99210453e+00
-4.27663373e-03 4.99197674e+00
-4.23133420e-03 4.99194574e+00
-4.24683141e-03 4.99208879e+00
-4.25994443e-03 4.99202919e+00
-4.25040768e-03 4.99204969e+00
-4.27186536e-03 4.99212456e+00
-4.24683141e-03 4.99209261e+00
-4.25040768e-03 4.99219131e+00
-4.24563931e-03 4.99196386e+00
-4.26232861e-03 4.99189234e+00
-4.25279187e-03 4.99210453e+00
-4.25756024e-03 4.99206400e+00
-4.24802350e-03 4.99214840e+00
-4.26828908e-03 4.99204588e+00
-4.26590489e-03 4.99208069e+00
-4.25636815e-03 4.99206400e+00
-4.25517606e-03 4.99200058e+00
-4.26352071e-03 4.99198866e+00
-4.25398396e-03 4.99192429e+00
-4.26113652e-03 4.99199247e+00
-4.25636815e-03 4.99190521e+00
-4.27544164e-03 4.99204254e+00
-4.25875233e-03 4.99194717e+00
-4.26113652e-03 4.99208403e+00
-4.25636815e-03 4.99199009e+00
-4.27663373e-03 4.99198294e+00
-4.26113652e-03 4.99194336e+00
-4.25994443e-03 4.99214602e+00
-4.26828908e-03 4.99206877e+00
-4.25875233e-03 4.99207115e+00
-4.26113652e-03 4.99200535e+00
-4.25756024e-03 4.99197340e+00
-4.27186536e-03 4.99198771e+00
-4.25636815e-03 4.99204969e+00
-4.25517606e-03 4.99214745e+00
-4.26232861e-03 4.99196959e+00
-4.26232861e-03 4.99188375e+00
-4.26948117e-03 4.99207592e+00
-4.26948117e-03 4.99201727e+00
-4.26352071e-03 4.99204969e+00
-4.27186536e-03 4.99211168e+00
-4.24683141e-03 4.99196005e+00
-4.26352071e-03 4.99207449e+00
-4.26948117e-03 4.99212837e+00
-4.26352071e-03 4.99199486e+00
-4.27305745e-03 4.99199009e+00
-4.25756024e-03 4.99189568e+00
-4.25398396e-03 4.99189091e+00
-4.27186536e-03 4.99201870e+00
-4.23967885e-03 4.99197817e+00
-4.24444722e-03 4.99199247e+00
-4.26113652e-03 4.99208546e+00
-4.25159978e-03 4.99191856e+00
-4.27067326e-03 4.99194479e+00
-4.26709699e-03 4.99204969e+00
-4.26590489e-03 4.99201870e+00
-4.24921559e-03 4.99203062e+00
-4.25517606e-03 4.99204111e+00
-4.25756024e-03 4.99199486e+00
-4.24921559e-03 4.99209595e+00
-4.25159978e-03 4.99196863e+00
-4.25279187e-03 4.99199486e+00
-4.26352071e-03 4.99205446e+00
-4.26352071e-03 4.99204016e+00
-4.28855466e-03 4.99199820e+00
-4.26590489e-03 4.99201393e+00
-4.27067326e-03 4.99207354e+00
-4.27663373e-03 4.99208784e+00
-4.27067326e-03 4.99201727e+00
-4.26828908e-03 4.99198627e+00
-4.25517606e-03 4.99194956e+00
-4.25756024e-03 4.99193144e+00
-4.26948117e-03 4.99208546e+00
-4.27544164e-03 4.99205923e+00
-4.25994443e-03 4.99205446e+00
-4.25159978e-03 4.99215555e+00
-4.26709699e-03 4.99197340e+00
-4.26709699e-03 4.99201965e+00
-4.26232861e-03 4.99192429e+00
-4.26113652e-03 4.99197340e+00
-4.26352071e-03 4.99196959e+00
-4.25040768e-03 4.99200773e+00
-4.25159978e-03 4.99215221e+00
-4.25040768e-03 4.99209023e+00
-4.23848676e-03 4.99192333e+00
-4.24563931e-03 4.99194098e+00
-4.27424954e-03 4.99184227e+00
-4.24563931e-03 4.99197674e+00
-4.25159978e-03 4.99192572e+00
-4.27544164e-03 4.99193525e+00
-4.25636815e-03 4.99207211e+00
-4.26828908e-03 4.99207926e+00
-4.25875233e-03 4.99206638e+00
-4.24444722e-03 4.99199486e+00
-4.27305745e-03 4.99203873e+00
-4.26352071e-03 4.99195051e+00
-4.25875233e-03 4.99205446e+00
-4.26352071e-03 4.99194479e+00
-4.25279187e-03 4.99194336e+00
-4.26828908e-03 4.99198294e+00
-4.23967885e-03 4.99196625e+00
-4.27663373e-03 4.99206161e+00
-4.24802350e-03 4.99204826e+00
-4.26590489e-03 4.99188757e+00
-4.27901791e-03 4.99198389e+00
-4.26709699e-03 4.99199486e+00
-4.26948117e-03 4.99179792e+00
-4.25756024e-03 4.99188519e+00
-4.24325513e-03 4.99205208e+00
-4.25756024e-03 4.99196005e+00
-4.27663373e-03 4.99196959e+00
-4.25517606e-03 4.99207115e+00
-4.24444722e-03 4.99206734e+00
-4.25994443e-03 4.99204254e+00
-4.26113652e-03 4.99194956e+00
-4.26948117e-03 4.99199963e+00
-4.25636815e-03 4.99206161e+00
-4.26709699e-03 4.99197817e+00
-4.24444722e-03 4.99206734e+00
-4.25756024e-03 4.99206877e+00
-4.27782582e-03 4.99191952e+00
-4.25279187e-03 4.99195766e+00
-4.25636815e-03 4.99198771e+00
-4.26471280e-03 4.99209118e+00
-4.25398396e-03 4.99190760e+00
-4.24206303e-03 4.99190521e+00
-4.26232861e-03 4.99183512e+00
-4.24802350e-03 4.99198294e+00
-4.24683141e-03 4.99199820e+00
-4.24325513e-03 4.99196959e+00
-4.25159978e-03 4.99199820e+00
-4.25994443e-03 4.99199963e+00
-4.27901791e-03 4.99197102e+00
-4.27186536e-03 4.99201727e+00
-4.26828908e-03 4.99193382e+00
-4.25398396e-03 4.99206972e+00
-4.24802350e-03 4.99197578e+00
-4.26709699e-03 4.99210310e+00
-4.23967885e-03 4.99193048e+00
-4.27544164e-03 4.99192333e+00
-4.26471280e-03 4.99209595e+00
-4.27067326e-03 4.99199724e+00
-4.26828908e-03 4.99206972e+00
-4.25875233e-03 4.99205446e+00
-4.24325513e-03 4.99194241e+00
-4.27901791e-03 4.99205065e+00
-4.26232861e-03 4.99197102e+00
-4.22179746e-03 4.99195051e+00
-4.26590489e-03 4.99200773e+00
-4.26948117e-03 4.99195290e+00
-4.25159978e-03 4.99187660e+00
-4.27305745e-03 4.99190664e+00
-4.26352071e-03 4.99202824e+00
-4.25994443e-03 4.99199104e+00
-4.26471280e-03 4.99199820e+00
-4.27067326e-03 4.99202919e+00
-4.26828908e-03 4.99207211e+00
-4.27186536e-03 4.99199104e+00
-4.26828908e-03 4.99193144e+00
-4.25398396e-03 4.99195433e+00
-4.27544164e-03 4.99210787e+00
-4.26232861e-03 4.99209356e+00
-4.26352071e-03 4.99198771e+00
-4.26471280e-03 4.99192905e+00
-4.26709699e-03 4.99190664e+00
-4.26828908e-03 4.99201488e+00
-4.25517606e-03 4.99209833e+00
-4.26113652e-03 4.99202585e+00
-4.27186536e-03 4.99190760e+00
-4.26232861e-03 4.99198627e+00
-4.26113652e-03 4.99199581e+00
-4.28021001e-03 4.99195051e+00
-4.26113652e-03 4.99204350e+00
-4.26113652e-03 4.99200678e+00
-4.25875233e-03 4.99205065e+00
-4.26352071e-03 4.99197578e+00
-4.25517606e-03 4.99199820e+00
-4.24921559e-03 4.99187803e+00
-4.26352071e-03 4.99192667e+00
-4.25756024e-03 4.99197435e+00
-4.25756024e-03 4.99199963e+00
-4.25994443e-03 4.99198532e+00
-4.25040768e-03 4.99190998e+00
-4.27544164e-03 4.99195051e+00
-4.25875233e-03 4.99196386e+00
-4.25875233e-03 4.99198866e+00
-4.27424954e-03 4.99194956e+00
-4.25756024e-03 4.99198771e+00
-4.26709699e-03 4.99206018e+00
-4.25279187e-03 4.99201965e+00
-4.27305745e-03 4.99200678e+00
-4.26113652e-03 4.99202108e+00
-4.25875233e-03 4.99202108e+00
-4.27067326e-03 4.99192810e+00
-4.25398396e-03 4.99196863e+00
-4.25398396e-03 4.99201488e+00
-4.26232861e-03 4.99195671e+00
-4.26709699e-03 4.99195766e+00
-4.25636815e-03 4.99209976e+00
-4.23967885e-03 4.99210215e+00
-4.25636815e-03 4.99198389e+00
-4.27424954e-03 4.99199820e+00
-4.27901791e-03 4.99190903e+00
-4.26590489e-03 4.99203873e+00
-4.26352071e-03 4.99191618e+00
-4.26709699e-03 4.99184561e+00
-4.26232861e-03 4.99197817e+00
-4.23967885e-03 4.99193859e+00
-4.26828908e-03 4.99208546e+00
-4.24921559e-03 4.99192572e+00
-4.24683141e-03 4.99201727e+00
-4.25875233e-03 4.99193382e+00
-4.25398396e-03 4.99207354e+00
-4.27305745e-03 4.99200535e+00
-4.26590489e-03 4.99205065e+00
-4.28021001e-03 4.99203396e+00
-4.26471280e-03 4.99213076e+00
-4.27186536e-03 4.99184799e+00
-4.26590489e-03 4.99207354e+00
-4.26709699e-03 4.99204731e+00
-4.26709699e-03 4.99193621e+00
-4.26828908e-03 4.99207687e+00
-4.26590489e-03 4.99199247e+00
-4.24921559e-03 4.99204350e+00
-4.25636815e-03 4.99207115e+00
-4.24683141e-03 4.99191618e+00
-4.25398396e-03 4.99203634e+00
