# ADC channel: 0  gain: 100x  conv_time_us: 2602.8645  fs_Hz: 384.1921
# background_V  signal_V
-4.25636815e-03 4.99195910e+00
-4.27186536e-03 4.99212694e+00
-4.24325513e-03 4.99193144e+00
-4.24444722e-03 4.99190426e+00
-4.26352071e-03 4.99197674e+00
-4.23252629e-03 4.99199009e+00
-4.25517606e-03 4.99208546e+00
-4.24802350e-03 4.99190903e+00
-4.26709699e-03 4.99199963e+00
-4.25875233e-03 4.99191952e+00
-4.27305745e-03 4.99198532e+00
-4.27305745e-03 4.99202585e+00
-4.26471280e-03 4.99191618e+00
-4.24087094e-03 4.99191856e+00
-4.27067326e-03 4.99188995e+00
-4.25040768e-03 4.99189949e+00
-4.24921559e-03 4.99192810e+00
-4.24683141e-03 4.99190426e+00
-4.27305745e-03 4.99191713e+00
-4.26828908e-03 4.99194574e+00
-4.27424954e-03 4.99185276e+00
-4.27305745e-03 4.99189949e+00
-4.24802350e-03 4.99187326e+00
-4.24921559e-03 4.99181366e+00
-4.25040768e-03 4.99188137e+00
-4.26232861e-03 4.99196863e+00
-4.26352071e-03 4.99187803e+00
-4.26113652e-03 4.99193144e+00
-4.24563931e-03 4.99190426e+00
-4.25756024e-03 4.99192095e+00
-4.28736256e-03 4.99185753e+00
-4.26232861e-03 4.99195528e+00
-4.24444722e-03 4.99186850e+00
-4.25756024e-03 4.99186850e+00
-4.25636815e-03 4.99181700e+00
-4.26590489e-03 4.99195766e+00
-4.25875233e-03 4.99203062e+00
-4.26471280e-03 4.99194717e+00
-4.24683141e-03 4.99195051e+00
-4.23848676e-03 4.99201250e+00
-4.25159978e-03 4.99197912e+00
-4.24921559e-03 4.99172640e+00
-4.23610257e-03 4.99193382e+00
-4.25279187e-03 4.99195051e+00
-4.25517606e-03 4.99180269e+00
-4.25040768e-03 4.99188280e+00
-4.26828908e-03 4.99192095e+00
-4.26352071e-03 4.99186230e+00
-4.25636815e-03 4.99195528e+00
-4.25398396e-03 4.99195433e+00
-4.24563931e-03 4.99177313e+00
-4.26232861e-03 4.99181604e+00
-4.25398396e-03 4.99180746e+00
-4.25875233e-03 4.99191141e+00
-4.23610257e-03 4.99196482e+00
-4.24921559e-03 4.99180651e+00
-4.26709699e-03 4.99185276e+00
-4.26828908e-03 4.99191380e+00
-4.26709699e-03 4.99179554e+00
-4.26471280e-03 4.99180174e+00
-4.25159978e-03 4.99174070e+00
-4.24683141e-03 4.99196959e+00
-4.28259419e-03 4.99204016e+00
-4.25517606e-03 4.99193144e+00
-4.25040768e-03 4.99186373e+00
-4.25756024e-03 4.99190283e+00
-4.26113652e-03 4.99186850e+00
-4.25517606e-03 4.99183035e+00
-4.27305745e-03 4.99214268e+00
-4.25756024e-03 4.99196148e+00
-4.23252629e-03 4.99195290e+00
-4.25994443e-03 4.99184322e+00
-4.24563931e-03 4.99188757e+00
-4.25398396e-03 4.99199343e+00
-4.26828908e-03 4.99193382e+00
-4.26471280e-03 4.99201393e+00
-4.26113652e-03 4.99187422e+00
-4.24802350e-03 4.99216652e+00
-4.25279187e-03 4.99185658e+00
-4.26471280e-03 4.99182177e+00
-4.26113652e-03 4.99190664e+00
-4.25159978e-03 4.99200201e+00
-4.25517606e-03 4.99198866e+00
-4.26113652e-03 4.99192190e+00
-4.23133420e-03 4.99185038e+00
-4.27305745e-03 4.99186373e+00
-4.24683141e-03 4.99188852e+00
-4.23729466e-03 4.99202824e+00
-4.24563931e-03 4.99186230e+00
-4.24206303e-03 4.99200535e+00
-4.25159978e-03 4.99190283e+00
-4.27782582e-03 4.99187899e+00
-4.24921559e-03 4.99197102e+00
-4.26113652e-03 4.99187088e+00
-4.26590489e-03 4.99184942e+00
-4.25398396e-03 4.99181461e+00
-4.24206303e-03 4.99195910e+00
-4.24563931e-03 4.99197197e+00
-4.24563931e-03 4.99193048e+00
-4.25398396e-03 4.99194574e+00
-4.24921559e-03 4.99184227e+00
-4.24325513e-03 4.99188375e+00
-4.25517606e-03 4.99192333e+00
-4.25636815e-03 4.99190187e+00
-4.25756024e-03 4.99198055e+00
-4.26948117e-03 4.99189329e+00
-4.25159978e-03 4.99193048e+00
-4.27067326e-03 4.99188852e+00
-4.27663373e-03 4.99191475e+00
-4.26352071e-03 4.99185419e+00
-4.25517606e-03 4.99186707e+00
-4.24921559e-03 4.99185038e+00
-4.25994443e-03 4.99202347e+00
-4.24325513e-03 4.99206161e+00
-4.27186536e-03 4.99184561e+00
-4.26590489e-03 4.99182892e+00
-4.26590489e-03 4.99182653e+00
-4.27067326e-03 4.99195051e+00
-4.25517606e-03 4.99197578e+00
-4.27544164e-03 4.99197578e+00
-4.26948117e-03 4.99187660e+00
-4.27424954e-03 4.99196625e+00
-4.25517606e-03 4.99190998e+00
-4.25040768e-03 4.99190664e+00
-4.26590489e-03 4.99193859e+00
-4.26113652e-03 4.99188614e+00
-4.24683141e-03 4.99191713e+00
-4.26232861e-03 4.99194956e+00
-4.25398396e-03 4.99170637e+00
-4.24802350e-03 4.99178600e+00
-4.24563931e-03 4.99195528e+00
-4.25994443e-03 4.99182558e+00
-4.26352071e-03 4.99191856e+00
-4.25517606e-03 4.99177790e+00
-4.27424954e-03 4.99194813e+00
-4.26352071e-03 4.99191856e+00
-4.26471280e-03 4.99198151e+00
-4.24921559e-03 4.99180412e+00
-4.25279187e-03 4.99194574e+00
-4.27186536e-03 4.99191236e+00
-4.24802350e-03 4.99193764e+00
-4.26232861e-03 4.99186134e+00
-4.26590489e-03 4.99186134e+00
-4.25159978e-03 4.99189568e+00
-4.26828908e-03 4.99188375e+00
-4.23133420e-03 4.99184465e+00
-4.24325513e-03 4.99199820e+00
-4.26948117e-03 4.99186468e+00
-4.25398396e-03 4.99176931e+00
-4.26948117e-03 4.99191475e+00
-4.25279187e-03 4.99183130e+00
-4.26352071e-03 4.99181700e+00
-4.26471280e-03 4.99186945e+00
-4.27544164e-03 4.99201250e+00
-4.27067326e-03 4.99200773e+00
-4.25636815e-03 4.99179554e+00
-4.25636815e-03 4.99185658e+00
-4.26828908e-03 4.99186373e+00
-4.25994443e-03 4.99192905e+00
-4.24683141e-03 4.99173021e+00
-4.27186536e-03 4.99181128e+00
-4.25636815e-03 4.99184561e+00
-4.25279187e-03 4.99185514e+00
-4.25875233e-03 4.99180269e+00
-4.25875233e-03 4.99186850e+00
-4.27067326e-03 4.99178028e+00
-4.24802350e-03 4.99182653e+00
-4.25636815e-03 4.99193764e+00
-4.25756024e-03 4.99173117e+00
-4.26352071e-03 4.99183130e+00
-4.26113652e-03 4.99181223e+00
-4.26352071e-03 4.99179077e+00
-4.26590489e-03 4.99186850e+00
-4.25159978e-03 4.99186850e+00
-4.25636815e-03 4.99189806e+00
-4.25040768e-03 4.99194479e+00
-4.27663373e-03 4.99196720e+00
-4.25517606e-03 4.99197435e+00
-4.24683141e-03 4.99191380e+00
-4.25517606e-03 4.99196005e+00
-4.25756024e-03 4.99189329e+00
-4.26471280e-03 4.99179792e+00
-4.25636815e-03 4.99179459e+00
-4.24087094e-03 4.99186134e+00
-4.24802350e-03 4.99202585e+00
-4.26709699e-03 4.99199009e+00
-4.24563931e-03 4.99178123e+00
-4.26352071e-03 4.99191141e+00
-4.24802350e-03 4.99186134e+00
-4.26709699e-03 4.99191856e+00
-4.25279187e-03 4.99177170e+00
-4.26590489e-03 4.99182796e+00
-4.25636815e-03 4.99199581e+00
-4.25398396e-03 4.99189091e+00
-4.24802350e-03 4.99195290e+00
-4.25636815e-03 4.99180269e+00
-4.24444722e-03 4.99178028e+00
-4.25756024e-03 4.99198532e+00
-4.26471280e-03 4.99196386e+00
-4.24563931e-03 4.99189711e+00
-4.24563931e-03 4.99189806e+00
-4.26590489e-03 4.99178982e+00
-4.27067326e-03 4.99180031e+00
-4.26232861e-03 4.99188280e+00
-4.23967885e-03 4.99191236e+00
-4.25636815e-03 4.99185991e+00
-4.26352071e-03 4.99208307e+00
-4.25875233e-03 4.99201250e+00
-4.26828908e-03 4.99173594e+00
-4.25398396e-03 4.99190998e+00
-4.24563931e-03 4.99179935e+00
-4.24921559e-03 4.99181128e+00
-4.26352071e-03 4.99184227e+00
-4.26113652e-03 4.99186945e+00
-4.25994443e-03 4.99189472e+00
-4.25517606e-03 4.99186945e+00
-4.24683141e-03 4.99194002e+00
-4.26828908e-03 4.99182558e+00
-4.23610257e-03 4.99194813e+00
-4.25994443e-03 4.99189711e+00
-4.23967885e-03 4.99190283e+00
-4.25517606e-03 4.99192810e+00
-4.25040768e-03 4.99187565e+00
-4.24563931e-03 4.99192667e+00
-4.24563931e-03 4.99196005e+00
-4.25994443e-03 4.99200296e+00
-4.26471280e-03 4.99185514e+00
-4.26590489e-03 4.99200201e+00
-4.25636815e-03 4.99188519e+00
-4.25517606e-03 4.99201393e+00
-4.25994443e-03 4.99196625e+00
-4.25279187e-03 4.99203539e+00
-4.26352071e-03 4.99194241e+00
-4.26828908e-03 4.99188852e+00
-4.26828908e-03 4.99192572e+00
-4.24802350e-03 4.99183989e+00
-4.25875233e-03 4.99185753e+00
-4.24921559e-03 4.99190426e+00
-4.26232861e-03 4.99181843e+00
-4.25994443e-03 4.99183989e+00
-4.27663373e-03 4.99201250e+00
-4.25636815e-03 4.99188852e+00
-4.25279187e-03 4.99178982e+00
-4.26590489e-03 4.99186611e+00
-4.24444722e-03 4.99188852e+00
-4.25517606e-03 4.99185753e+00
-4.25636815e-03 4.99186373e+00
-4.25517606e-03 4.99189949e+00
-4.26828908e-03 4.99184322e+00
-4.23729466e-03 4.99197817e+00
-4.26948117e-03 4.99184942e+00
-4.26471280e-03 4.99195671e+00
-4.26352071e-03 4.99188995e+00
-4.25636815e-03 4.99184704e+00
-4.26352071e-03 4.99191856e+00
-4.24563931e-03 4.99178123e+00
-4.25756024e-03 4.99191952e+00
-4.23967885e-03 4.99175978e+00
-4.25517606e-03 4.99180508e+00
-4.25756024e-03 4.99189472e+00
-4.26590489e-03 4.99186707e+00
-4.25756024e-03 4.99178839e+00
-4.26828908e-03 4.99196482e+00
-4.23729466e-03 4.99192810e+00
-4.26232861e-03 4.99183846e+00
-4.25875233e-03 4.99191141e+00
-4.23014211e-03 4.99202919e+00
-4.24921559e-03 4.99195051e+00
-4.25159978e-03 4.99189949e+00
-4.27663373e-03 4.99193382e+00
-4.24802350e-03 4.99178743e+00
-4.25159978e-03 4.99188280e+00
-4.25398396e-03 4.99184227e+00
-4.26709699e-03 4.99202585e+00
-4.25159978e-03 4.99203062e+00
-4.24325513e-03 4.99185038e+00
-4.25517606e-03 4.99198627e+00
-4.25279187e-03 4.99189091e+00
-4.26113652e-03 4.99175024e+00
-4.26113652e-03 4.99211025e+00
-4.24921559e-03 4.99191475e+00
-4.24921559e-03 4.99193621e+00
-4.28259419e-03 4.99190760e+00
-4.27424954e-03 4.99190760e+00
-4.26471280e-03 4.99178600e+00
-4.25994443e-03 4.99182558e+00
-4.25159978e-03 4.99196482e+00
-4.27305745e-03 4.99176216e+00
-4.24921559e-03 4.99184799e+00
-4.27186536e-03 4.99196863e+00
-4.25040768e-03 4.99188995e+00
-4.29213094e-03 4.99188042e+00
-4.27186536e-03 4.99189806e+00
-4.24802350e-03 4.99197578e+00
-4.23848676e-03 4.99173355e+00
-4.24563931e-03 4.99187183e+00
-4.26471280e-03 4.99178982e+00
-4.26471280e-03 4.99191141e+00
-4.24444722e-03 4.99166441e+00
-4.27067326e-03 4.99196863e+00
-4.26113652e-03 4.99197817e+00
-4.25994443e-03 4.99181700e+00
-4.25875233e-03 4.99184227e+00
-4.25398396e-03 4.99178982e+00
-4.24087094e-03 4.99196243e+00
-4.26828908e-03 4.99194813e+00
-4.24563931e-03 4.99188852e+00
-4.25398396e-03 4.99183989e+00
-4.25994443e-03 4.99199009e+00
-4.26948117e-03 4.99188852e+00
-4.26113652e-03 4.99200296e+00
-4.24802350e-03 4.99193287e+00
-4.25636815e-03 4.99183607e+00
-4.25756024e-03 4.99192095e+00
-4.24921559e-03 4.99191952e+00
-4.26352071e-03 4.99178839e+00
-4.25279187e-03 4.99188995e+00
-4.25875233e-03 4.99182558e+00
-4.23729466e-03 4.99200678e+00
-4.27424954e-03 4.99196243e+00
-4.26232861e-03 4.99200678e+00
-4.24444722e-03 4.99206972e+00
-4.24802350e-03 4.99195433e+00
-4.26113652e-03 4.99205685e+00
-4.25040768e-03 4.99178600e+00
-4.26709699e-03 4.99194813e+00
-4.25040768e-03 4.99191856e+00
-4.26232861e-03 4.99187565e+00
-4.25279187e-03 4.99187183e+00
-4.25517606e-03 4.99179220e+00
-4.25756024e-03 4.99196386e+00
-4.26590489e-03 4.99195528e+00
-4.26113652e-03 4.99206400e+00
-4.25875233e-03 4.99204350e+00
-4.25636815e-03 4.99190760e+00
-4.25636815e-03 4.99187803e+00
-4.25636815e-03 4.99189472e+00
-4.24802350e-03 4.99185753e+00
-4.27186536e-03 4.99202204e+00
-4.26471280e-03 4.99191618e+00
-4.24087094e-03 4.99193048e+00
-4.25875233e-03 4.99185514e+00
-4.25279187e-03 4.99186134e+00
-4.24087094e-03 4.99191141e+00
-4.26113652e-03 4.99195194e+00
-4.26948117e-03 4.99184561e+00
-4.25756024e-03 4.99199820e+00
-4.25756024e-03 4.99191713e+00
-4.27544164e-03 4.99201250e+00
-4.23848676e-03 4.99181366e+00
-4.26232861e-03 4.99186611e+00
-4.26709699e-03 4.99197817e+00
-4.26113652e-03 4.99196959e+00
-4.26471280e-03 4.99200439e+00
-4.25398396e-03 4.99192905e+00
-4.25636815e-03 4.99186611e+00
-4.25040768e-03 4.99204111e+00
-4.26709699e-03 4.99200916e+00
-4.27424954e-03 4.99182653e+00
-4.25756024e-03 4.99182558e+00
-4.26471280e-03 4.99176455e+00
-4.24206303e-03 4.99203634e+00
-4.25756024e-03 4.99188614e+00
-4.26590489e-03 4.99199724e+00
-4.25756024e-03 4.99196148e+00
-4.24802350e-03 4.99202108e+00
-4.25398396e-03 4.99189949e+00
-4.28140210e-03 4.99193382e+00
-4.25398396e-03 4.99185658e+00
-4.27186536e-03 4.99191856e+00
-4.27305745e-03 4.99216890e+00
-4.25756024e-03 4.99195051e+00
-4.27544164e-03 4.99188614e+00
-4.25517606e-03 4.99208879e+00
-4.26590489e-03 4.99190664e+00
-4.24087094e-03 4.99189472e+00
-4.25398396e-03 4.99199724e+00
-4.25875233e-03 4.99192333e+00
-4.25517606e-03 4.99183130e+00
-4.26709699e-03 4.99204588e+00
-4.24802350e-03 4.99193048e+00
-4.26232861e-03 4.99189472e+00
-4.26590489e-03 4.99185038e+00
-4.23371838e-03 4.99210215e+00
-4.24325513e-03 4.99200201e+00
-4.25756024e-03 4.99199104e+00
-4.25279187e-03 4.99198389e+00
-4.25398396e-03 4.99197578e+00
-4.27424954e-03 4.99185276e+00
-4.26352071e-03 4.99187422e+00
-4.27424954e-03 4.99190187e+00
-4.25875233e-03 4.99209976e+00
-4.26352071e-03 4.99192095e+00
-4.25517606e-03 4.99194956e+00
-4.25994443e-03 4.99193287e+00
-4.27663373e-03 4.99185181e+00
-4.24921559e-03 4.99184704e+00
-4.25398396e-03 4.99204016e+00
-4.25875233e-03 4.99198151e+00
-4.26828908e-03 4.99203539e+00
-4.27544164e-03 4.99201727e+00
-4.24683141e-03 4.99189949e+00
-4.25279187e-03 4.99199581e+00
-4.25040768e-03 4.99196005e+00
-4.26113652e-03 4.99198389e+00
-4.27305745e-03 4.99190998e+00
-4.26471280e-03 4.99191475e+00
-4.24087094e-03 4.99204731e+00
-4.24802350e-03 4.99188280e+00
-4.25040768e-03 4.99182320e+00
-4.24921559e-03 4.99186707e+00
-4.27186536e-03 4.99192333e+00
-4.26828908e-03 4.99185896e+00
-4.24921559e-03 4.99189711e+00
-4.25398396e-03 4.99190283e+00
-4.26113652e-03 4.99178362e+00
-4.26232861e-03 4.99200678e+00
-4.27782582e-03 4.99192190e+00
-4.24444722e-03 4.99195290e+00
-4.25517606e-03 4.99186468e+00
-4.24087094e-03 4.99198055e+00
-4.25279187e-03 4.99181938e+00
-4.24563931e-03 4.99202824e+00
-4.26352071e-03 4.99193525e+00
-4.24802350e-03 4.99190521e+00
-4.23729466e-03 4.99185276e+00
-4.25994443e-03 4.99194336e+00
-4.25159978e-03 4.99196959e+00
-4.27901791e-03 4.99196720e+00
-4.25279187e-03 4.99189806e+00
-4.25398396e-03 4.99195290e+00
-4.26709699e-03 4.99194956e+00
-4.25040768e-03 4.99196148e+00
-4.24802350e-03 4.99200296e+00
-4.25279187e-03 4.99194002e+00
-4.24206303e-03 4.99200058e+00
-4.27305745e-03 4.99195910e+00
-4.25875233e-03 4.99190760e+00
-4.25636815e-03 4.99190187e+00
-4.25517606e-03 4.99209499e+00
-4.25398396e-03 4.99195671e+00
-4.23729466e-03 4.99191475e+00
-4.25994443e-03 4.99194002e+00
-4.25040768e-03 4.99190903e+00
-4.25756024e-03 4.99191952e+00
-4.24325513e-03 4.99195766e+00
-4.25279187e-03 4.99202919e+00
-4.26352071e-03 4.99200678e+00
-4.27305745e-03 4.99183846e+00
-4.27424954e-03 4.99188995e+00
-4.26113652e-03 4.99194098e+00
-4.26352071e-03 4.99197102e+00
-4.26232861e-03 4.99199104e+00
-4.24444722e-03 4.99199486e+00
-4.24206303e-03 4.99193048e+00
-4.25517606e-03 4.99194098e+00
-4.25279187e-03 4.99181938e+00
-4.26232861e-03 4.99199486e+00
-4.24563931e-03 4.99206161e+00
-4.26352071e-03 4.99199486e+00
-4.25159978e-03 4.99189711e+00
-4.24444722e-03 4.99196005e+00
-4.24563931e-03 4.99200916e+00
-4.23967885e-03 4.99211645e+00
-4.24206303e-03 4.99196625e+00
-4.26709699e-03 4.99197435e+00
-4.26948117e-03 4.99204826e+00
-4.24921559e-03 4.99199963e+00
-4.24087094e-03 4.99203539e+00
-4.24563931e-03 4.99181604e+00
-4.24802350e-03 4.99197435e+00
-4.24921559e-03 4.99200296e+00
-4.25636815e-03 4.99190426e+00
-4.26232861e-03 4.99195528e+00
-4.26113652e-03 4.99192190e+00
-4.25636815e-03 4.99195528e+00
-4.25398396e-03 4.99194098e+00
-4.25517606e-03 4.99194574e+00
-4.25159978e-03 4.99198627e+00
-4.27424954e-03 4.99199247e+00
-4.25517606e-03 4.99183512e+00
-4.26471280e-03 4.99196482e+00
-4.25875233e-03 4.99186707e+00
-4.25994443e-03 4.99190426e+00
-4.25517606e-03 4.99196386e+00
-4.25517606e-03 4.99197912e+00
-4.25875233e-03 4.99198532e+00
-4.24563931e-03 4.99204493e+00
-4.23848676e-03 4.99195433e+00
-4.25636815e-03 4.99195910e+00
-4.25994443e-03 4.99187326e+00
-4.25517606e-03 4.99183512e+00
-4.26113652e-03 4.99207211e+00
-4.25040768e-03 4.99197912e+00
-4.26352071e-03 4.99184704e+00
-4.27544164e-03 4.99188375e+00
-4.24802350e-03 4.99194002e+00
-4.27186536e-03 4.99197578e+00
-4.26352071e-03 4.99202442e+00
-4.23014211e-03 4.99187899e+00
-4.26471280e-03 4.99211740e+00
-4.26590489e-03 4.99180746e+00
-4.25040768e-03 4.99194956e+00
-4.26948117e-03 4.99186230e+00
-4.26113652e-03 4.99188995e+00
-4.26471280e-03 4.99200296e+00
-4.24206303e-03 4.99212456e+00
-4.25636815e-03 4.99201965e+00
-4.25398396e-03 4.99185658e+00
-4.24683141e-03 4.99199581e+00
-4.26232861e-03 4.99200439e+00
-4.25636815e-03 4.99192333e+00
-4.25994443e-03 4.99199343e+00
-4.24325513e-03 4.99185896e+00
-4.24802350e-03 4.99176836e+00
-4.25159978e-03 4.99191380e+00
-4.24802350e-03 4.99194956e+00
-4.26352071e-03 4.99185896e+00
-4.23133420e-03 4.99200773e+00
-4.28259419e-03 4.99198627e+00
-4.25398396e-03 4.99188137e+00
-4.24683141e-03 4.99198151e+00
-4.23848676e-03 4.99192190e+00
-4.25756024e-03 4.99185753e+00
-4.24921559e-03 4.99206495e+00
-4.25398396e-03 4.99188375e+00
-4.28140210e-03 4.99178982e+00
-4.28259419e-03 4.99192810e+00
-4.25279187e-03 4.99184561e+00
-4.26113652e-03 4.99197817e+00
-4.25636815e-03 4.99189568e+00
-4.25517606e-03 4.99186230e+00
-4.24325513e-03 4.99199343e+00
-4.25875233e-03 4.99188995e+00
-4.26232861e-03 4.99193048e+00
-4.23967885e-03 4.99194956e+00
-4.25756024e-03 4.99189568e+00
-4.25636815e-03 4.99197435e+00
-4.25159978e-03 4.99189091e+00
-4.25398396e-03 4.99198532e+00
-4.23133420e-03 4.99202347e+00
-4.25398396e-03 4.99186373e+00
-4.25040768e-03 4.99187422e+00
-4.24444722e-03 4.99181223e+00
-4.25279187e-03 4.99190760e+00
-4.26709699e-03 4.99177647e+00
-4.25159978e-03 4.99193621e+00
-4.25279187e-03 4.99190903e+00
-4.25756024e-03 4.99180031e+00
-4.25398396e-03 4.99191236e+00
-4.25636815e-03 4.99178743e+00
-4.25636815e-03 4.99184799e+00
-4.24444722e-03 4.99190044e+00
-4.23729466e-03 4.99192190e+00
-4.25517606e-03 4.99183369e+00
-4.24802350e-03 4.99184704e+00
-4.25040768e-03 4.99178982e+00
-4.24683141e-03 4.99195528e+00
-4.25159978e-03 4.99190521e+00
-4.23371838e-03 4.99188042e+00
-4.25398396e-03 4.99196005e+00
-4.25159978e-03 4.99195766e+00
-4.25517606e-03 4.99194574e+00
-4.24087094e-03 4.99180651e+00
-4.26471280e-03 4.99194717e+00
-4.24563931e-03 4.99188375e+00
-4.25279187e-03 4.99184227e+00
-4.26948117e-03 4.99193621e+00
-4.25279187e-03 4.99196386e+00
-4.26828908e-03 4.99196148e+00
-4.22656583e-03 4.99191475e+00
-4.26590489e-03 4.99192429e+00
-4.25994443e-03 4.99190903e+00
-4.25279187e-03 4.99185753e+00
-4.25159978e-03 4.99190187e+00
-4.24921559e-03 4.99186373e+00
-4.24683141e-03 4.99190664e+00
-4.25875233e-03 4.99200296e+00
-4.25517606e-03 4.99189806e+00
-4.25159978e-03 4.99186611e+00
-4.25875233e-03 4.99185038e+00
-4.25636815e-03 4.99179316e+00
-4.26471280e-03 4.99187422e+00
-4.26590489e-03 4.99192190e+00
-4.25279187e-03 4.99179554e+00
-4.26113652e-03 4.99186134e+00
-4.25398396e-03 4.99188757e+00
-4.25517606e-03 4.99181366e+00
-4.25159978e-03 4.99172401e+00
-4.25040768e-03 4.99183846e+00
-4.24325513e-03 4.99190903e+00
-4.24563931e-03 4.99186945e+00
-4.26113652e-03 4.99193382e+00
-4.25040768e-03 4.99193144e+00
-4.24087094e-03 4.99184227e+00
-4.23491048e-03 4.99191618e+00
-4.25994443e-03 4.99187183e+00
-4.25279187e-03 4.99193382e+00
-4.25875233e-03 4.99177647e+00
-4.24087094e-03 4.99173737e+00
-4.23967885e-03 4.99176598e+00
-4.24683141e-03 4.99183512e+00
-4.25279187e-03 4.99195433e+00
-4.24683141e-03 4.99181938e+00
-4.25040768e-03 4.99178267e+00
-4.26232861e-03 4.99180651e+00
-4.24802350e-03 4.99189234e+00
-4.25756024e-03 4.99187183e+00
-4.24802350e-03 4.99185991e+00
-4.24802350e-03 4.99179316e+00
-4.26590489e-03 4.99188375e+00
-4.25994443e-03 4.99193525e+00
-4.26590489e-03 4.99190044e+00
-4.23252629e-03 4.99169779e+00
-4.25756024e-03 4.99175262e+00
-4.24444722e-03 4.99196386e+00
-4.23848676e-03 4.99180984e+00
-4.23729466e-03 4.99181700e+00
-4.25636815e-03 4.99180174e+00
-4.25875233e-03 4.99175024e+00
-4.27544164e-03 4.99185753e+00
-4.26352071e-03 4.99185991e+00
-4.25994443e-03 4.99172163e+00
-4.23848676e-03 4.99182892e+00
-4.24802350e-03 4.99183750e+00
-4.25398396e-03 4.99181700e+00
-4.23967885e-03 4.99184227e+00
-4.24921559e-03 4.99188852e+00
-4.26471280e-03 4.99164677e+00
-4.25875233e-03 4.99190998e+00
-4.25159978e-03 4.99192667e+00
-4.26113652e-03 4.99178123e+00
-4.26113652e-03 4.99180984e+00
-4.26471280e-03 4.99187088e+00
-4.23848676e-03 4.99178505e+00
-4.24444722e-03 4.99182558e+00
-4.25875233e-03 4.99185991e+00
-4.25398396e-03 4.99191380e+00
-4.24802350e-03 4.99182081e+00
-4.25040768e-03 4.99182320e+00
-4.24206303e-03 4.99178505e+00
-4.23252629e-03 4.99186468e+00
-4.26948117e-03 4.99194002e+00
-4.23610257e-03 4.99177313e+00
-4.23729466e-03 4.99192905e+00
-4.25994443e-03 4.99185038e+00
-4.25517606e-03 4.99183273e+00
-4.23848676e-03 4.99193287e+00
-4.25994443e-03 4.99184799e+00
-4.23848676e-03 4.99179220e+00
-4.25875233e-03 4.99190426e+00
-4.25040768e-03 4.99186230e+00
-4.26590489e-03 4.99197102e+00
-4.26113652e-03 4.99172544e+00
-4.25279187e-03 4.99199820e+00
-4.26471280e-03 4.99186611e+00
-4.25279187e-03 4.99184084e+00
-4.25636815e-03 4.99185276e+00
-4.25994443e-03 4.99186134e+00
-4.25756024e-03 4.99193764e+00
-4.25636815e-03 4.99170971e+00
-4.25398396e-03 4.99174309e+00
-4.25756024e-03 4.99173498e+00
-4.25040768e-03 4.99190187e+00
-4.24563931e-03 4.99186945e+00
-4.23848676e-03 4.99175978e+00
-4.25398396e-03 4.99187422e+00
-4.25875233e-03 4.99185514e+00
-4.25875233e-03 4.99190426e+00
-4.25159978e-03 4.99179077e+00
-4.24087094e-03 4.99182796e+00
-4.25756024e-03 4.99195194e+00
-4.24563931e-03 4.99191236e+00
-4.26471280e-03 4.99185276e+00
-4.26471280e-03 4.99181604e+00
-4.24325513e-03 4.99172544e+00
-4.24683141e-03 4.99186468e+00
-4.25756024e-03 4.99187803e+00
-4.25756024e-03 4.99175882e+00
-4.23967885e-03 4.99175024e+00
-4.25636815e-03 4.99186373e+00
-4.25517606e-03 4.99184227e+00
-4.26590489e-03 4.99180412e+00
-4.25159978e-03 4.99184322e+00
-4.25756024e-03 4.99177885e+00
-4.26948117e-03 4.99191713e+00
-4.25517606e-03 4.99187183e+00
-4.25636815e-03 4.99180412e+00
-4.25040768e-03 4.99170732e+00
-4.24444722e-03 4.99183035e+00
-4.25279187e-03 4.99185991e+00
-4.25159978e-03 4.99199009e+00
-4.25636815e-03 4.99178505e+00
-4.25398396e-03 4.99189091e+00
-4.24563931e-03 4.99179554e+00
-4.26232861e-03 4.99186230e+00
-4.26352071e-03 4.99180889e+00
-4.24325513e-03 4.99185038e+00
-4.25279187e-03 4.99182415e+00
-4.25636815e-03 4.99188042e+00
-4.25279187e-03 4.99166822e+00
-4.25756024e-03 4.99182320e+00
-4.24563931e-03 4.99177170e+00
-4.24802350e-03 4.99177408e+00
-4.25517606e-03 4.99185419e+00
-4.25756024e-03 4.99176359e+00
-4.27544164e-03 4.99184561e+00
-4.24683141e-03 4.99175501e+00
-4.25159978e-03 4.99179935e+00
-4.26590489e-03 4.99174929e+00
-4.25398396e-03 4.99193287e+00
-4.26352071e-03 4.99199963e+00
-4.26828908e-03 4.99195290e+00
-4.23967885e-03 4.99186230e+00
-4.24802350e-03 4.99174547e+00
-4.23610257e-03 4.99188614e+00
-4.25398396e-03 4.99188757e+00
-4.25279187e-03 4.99190903e+00
-4.24325513e-03 4.99183130e+00
-4.27424954e-03 4.99184465e+00
-4.25994443e-03 4.99186134e+00
-4.25517606e-03 4.99194336e+00
-4.25279187e-03 4.99197817e+00
-4.25636815e-03 4.99182320e+00
-4.25636815e-03 4.99182177e+00
-4.25398396e-03 4.99183369e+00
-4.27067326e-03 4.99190187e+00
-4.25994443e-03 4.99193382e+00
-4.25279187e-03 4.99194956e+00
-4.26113652e-03 4.99174309e+00
-4.25398396e-03 4.99189234e+00
-4.24563931e-03 4.99205303e+00
-4.23967885e-03 4.99184465e+00
-4.24087094e-03 4.99180651e+00
