# DAC port 4 set to 1.0 V
# DMM: Agilent 34401A, 6 NPLC
# Start: 2026-06-21T23:42:57.787751
# time_s	voltage_V
0.388377	1.000029200
0.740226	1.000028600
1.091206	1.000028600
1.441191	1.000028500
1.791327	1.000028600
2.140679	1.000027100
2.490194	1.000027200
2.840106	1.000028000
3.189260	1.000027300
3.539524	1.000028900
3.889416	1.000028100
4.240646	1.000027700
4.591575	1.000028600
4.941269	1.000027700
5.290942	1.000026300
5.643276	1.000027200
5.995251	1.000027300
6.346934	1.000027200
6.698870	1.000026500
7.050251	1.000027300
7.401995	1.000027700
7.753745	1.000027200
8.104514	1.000026800
8.454154	1.000026900
8.803524	1.000026800
9.152869	1.000026700
9.503675	1.000027500
9.854773	1.000026900
10.205544	1.000027900
10.556210	1.000027300
10.906050	1.000027200
11.255750	1.000026900
11.607925	1.000028500
11.958772	1.000028000
12.310175	1.000027700
12.661046	1.000028200
13.012803	1.000028000
13.363113	1.000029200
13.714773	1.000028000
14.066272	1.000028000
14.419315	1.000029000
14.770414	1.000028200
15.121181	1.000028200
15.473117	1.000028600
15.823872	1.000028500
16.174543	1.000028200
16.525454	1.000028900
16.877376	1.000028200
17.228140	1.000029200
17.579345	1.000028900
17.929151	1.000029800
18.279730	1.000028000
18.631768	1.000028200
18.983113	1.000028200
19.334413	1.000029300
19.686643	1.000028200
20.037585	1.000028100
20.388313	1.000028100
20.739616	1.000027900
21.090759	1.000027500
21.442316	1.000027900
21.793755	1.000028500
22.144913	1.000028500
22.496648	1.000027900
22.848280	1.000028000
23.199970	1.000028800
23.552347	1.000027500
23.903942	1.000028500
24.254897	1.000028400
24.606683	1.000028600
24.957439	1.000028400
25.308856	1.000027100
25.660530	1.000027300
26.011868	1.000028900
26.363391	1.000028200
26.713607	1.000027300
27.064449	1.000027700
27.416173	1.000027900
27.768140	1.000029000
28.119635	1.000028100
28.470901	1.000027700
28.820498	1.000028000
29.169610	1.000028200
29.518667	1.000029000
29.868027	1.000029400
30.218317	1.000028400
30.569875	1.000028500
30.921277	1.000027900
31.272109	1.000028000
31.622921	1.000028200
31.973827	1.000028500
32.324534	1.000026800
32.675204	1.000028800
33.026191	1.000029400
33.377729	1.000028200
33.729002	1.000028400
34.080146	1.000029000
34.430005	1.000028500
34.778898	1.000028600
35.128587	1.000028600
35.479202	1.000028900
35.831110	1.000028100
36.181189	1.000028100
36.530084	1.000028500
36.880320	1.000029000
37.231715	1.000028100
37.582675	1.000028400
37.935074	1.000027900
38.284609	1.000029000
38.635053	1.000027300
38.986783	1.000026700
39.338741	1.000029200
39.690683	1.000027700
40.041700	1.000027200
40.392760	1.000028200
40.744173	1.000027600
41.095579	1.000028500
41.447026	1.000028200
41.797162	1.000029300
42.145935	1.000029000
42.494863	1.000028400
42.845540	1.000029600
43.196749	1.000029800
43.547540	1.000028600
43.897601	1.000027600
44.247969	1.000027200
44.598788	1.000028000
44.950086	1.000028100
45.301293	1.000028200
45.652700	1.000028800
46.004733	1.000027600
46.355730	1.000027600
46.707471	1.000027900
47.057728	1.000027600
47.408677	1.000027900
47.759824	1.000028800
48.111119	1.000027200
48.462956	1.000027900
48.814299	1.000029000
49.165699	1.000028400
49.515969	1.000027600
49.888539	1.000027600
50.239889	1.000028100
50.590668	1.000026800
50.941997	1.000027700
51.293035	1.000027300
51.644289	1.000028400
51.995525	1.000027300
52.347104	1.000027500
52.698666	1.000028000
53.050168	1.000028000
53.401998	1.000028100
53.753816	1.000028200
54.106644	1.000029000
54.457359	1.000028100
54.808748	1.000029600
55.159054	1.000028100
55.510221	1.000028800
55.861467	1.000028200
56.213071	1.000028200
56.564702	1.000027700
56.914536	1.000027100
57.265104	1.000028100
57.616632	1.000028900
57.969002	1.000027900
58.321116	1.000027700
58.673028	1.000027600
59.023674	1.000027700
59.374749	1.000028000
59.725784	1.000027500
60.076478	1.000026800
