# DAC port 4 set to 0.0 V
# DMM: Agilent 34401A, 6 NPLC
# Start: 2026-06-22T21:04:43.632794
# time_s	voltage_V
0.388108	-0.000000800
0.737914	-0.000000130
1.088832	-0.000000270
1.439124	-0.000000930
1.789956	-0.000000530
2.141128	0.000000130
2.491196	-0.000000930
2.841445	0.000000270
3.192689	-0.000000270
3.543714	-0.000001590
3.893006	-0.000000660
4.241611	-0.000000530
4.591167	-0.000000530
4.941312	0.000000130
5.291187	-0.000000130
5.640242	-0.000000270
5.989825	-0.000000270
6.340459	0.000000270
6.691062	0.000000130
7.041808	-0.000000800
7.392358	-0.000000400
7.742640	0.000000270
8.093163	0.000000000
8.443569	-0.000000270
8.794926	-0.000000130
9.145381	-0.000000530
9.494801	-0.000000530
9.844802	0.000001200
10.194682	0.000000000
10.545221	-0.000000400
10.897016	-0.000000530
11.248904	-0.000000270
11.599698	0.000000130
11.950754	0.000000400
12.302023	0.000000270
12.653143	-0.000000660
13.003546	-0.000000800
13.354403	-0.000000270
13.704052	0.000000270
14.053873	-0.000000660
14.403579	0.000000130
14.753721	0.000000660
15.104987	-0.000000130
15.455345	0.000000130
15.805775	0.000000400
16.156596	0.000000270
16.506785	0.000000930
16.857240	-0.000001060
17.208377	0.000000130
17.558923	-0.000000400
17.909283	0.000000660
18.260576	-0.000000530
18.611735	-0.000000400
18.962527	-0.000000130
19.314120	0.000000000
19.665658	-0.000000270
20.016913	0.000000660
20.368963	0.000000530
20.720274	-0.000000660
21.071283	-0.000000400
21.421894	0.000000530
21.772720	0.000000270
22.123518	0.000000270
22.474284	-0.000000660
22.825628	0.000001330
23.177300	0.000000400
23.528002	0.000000660
23.879447	-0.000000270
24.230419	0.000000800
24.582020	0.000000400
24.933604	0.000000270
25.285678	0.000000130
25.636576	-0.000000270
25.986968	0.000000530
26.337651	0.000000270
26.688175	0.000000130
27.038502	-0.000000530
27.389382	0.000000800
27.739433	-0.000000400
28.089643	-0.000000530
28.440163	0.000000400
28.790679	-0.000001330
29.141561	0.000000530
29.493171	-0.000000660
29.844614	0.000000270
30.195856	0.000000530
30.547497	0.000000000
30.899364	-0.000000270
31.251747	-0.000000130
31.603254	0.000000400
31.954307	-0.000000130
32.304846	0.000000800
32.655225	0.000000530
33.005374	0.000000930
33.356599	-0.000000270
33.706862	0.000000270
34.056982	0.000000400
34.407553	0.000000130
34.757786	-0.000000400
35.108539	-0.000000270
35.459517	-0.000000660
35.810335	0.000000000
36.161306	0.000000000
36.512147	-0.000000800
36.863498	0.000000000
37.214613	-0.000000660
37.565997	0.000000270
37.917582	0.000000270
38.269320	-0.000000270
38.620636	0.000000130
38.971151	0.000001060
39.321933	-0.000000270
39.671995	0.000000530
40.022556	0.000001200
40.373198	-0.000000130
40.723658	-0.000000660
41.074471	0.000000130
41.426171	0.000000270
41.777560	-0.000000800
42.129701	0.000000130
42.481623	0.000000400
42.833019	-0.000000400
43.184881	-0.000000530
43.536398	-0.000000930
43.887239	0.000000400
44.238009	0.000000000
44.588865	-0.000000270
44.939365	-0.000000400
45.290006	0.000000000
45.641383	-0.000000270
45.992380	0.000000000
46.343086	-0.000001060
46.693456	-0.000000400
47.044615	0.000000530
47.394604	0.000000530
47.744510	0.000000660
48.094359	0.000000530
48.444796	-0.000000660
48.796327	-0.000000400
49.147902	-0.000000270
49.499793	-0.000000530
49.851154	0.000001200
50.202591	-0.000000530
50.552650	0.000000400
50.901419	-0.000000400
51.250397	-0.000000270
51.600901	0.000000000
51.952143	-0.000000400
52.303535	0.000000000
52.654879	-0.000000130
53.005107	-0.000000270
53.355032	0.000000660
53.705847	-0.000000400
54.055998	0.000000000
54.405724	-0.000000530
54.755659	-0.000000270
55.105784	-0.000000400
55.457340	0.000000000
55.807538	0.000000130
56.156487	0.000001060
56.505257	-0.000000400
56.853460	-0.000000800
57.202142	-0.000000130
57.551382	-0.000000930
57.902141	0.000000130
58.253048	0.000000130
58.602391	0.000000270
58.951369	0.000000400
59.300827	-0.000000130
59.652097	-0.000000130
60.002229	0.000000130
