# DAC port 4 set to 10.0 V
# DMM: Agilent 34401A, 6 NPLC
# Start: 2026-06-22T20:49:06.042635
# time_s	voltage_V
0.387496	0.000000267
0.736982	0.000000263
1.086722	0.000000258
1.436207	0.000000265
1.785465	0.000000271
2.134908	0.000000249
2.484443	0.000000269
2.833451	0.000000263
3.182839	0.000000245
3.532116	0.000000270
3.881773	0.000000266
4.230965	0.000000266
4.580193	0.000000253
4.929970	0.000000260
5.279146	0.000000260
5.628159	0.000000244
5.977450	0.000000257
6.326810	0.000000250
6.676299	0.000000228
7.025211	0.000000240
7.374348	0.000000257
7.723611	0.000000246
8.073068	0.000000248
8.422572	0.000000245
8.772216	0.000000245
9.122140	0.000000246
9.471237	0.000000266
9.820703	0.000000278
10.170423	0.000000249
